,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2022-10-23 18:00:00-04:00,1662.9000244140625,1671.199951171875,1662.5,1664.4000244140625,3170.0,0.0,0.0,
2022-10-23 18:15:00-04:00,1664.4000244140625,1665.9000244140625,1662.300048828125,1665.0,1105.0,0.0,0.0,
2022-10-23 18:30:00-04:00,1664.9000244140625,1666.699951171875,1664.300048828125,1666.0,704.0,0.0,0.0,
2022-10-23 18:45:00-04:00,1666.0,1666.0,1663.300048828125,1663.800048828125,608.0,0.0,0.0,
2022-10-23 19:00:00-04:00,1663.800048828125,1664.0,1661.800048828125,1662.4000244140625,675.0,0.0,0.0,
2022-10-23 19:15:00-04:00,1662.5,1663.0999755859375,1661.199951171875,1661.5,470.0,0.0,0.0,
2022-10-23 19:30:00-04:00,1661.5,1670.300048828125,1661.300048828125,1670.300048828125,3863.0,0.0,0.0,
2022-10-23 19:45:00-04:00,1670.4000244140625,1675.5,1664.699951171875,1665.800048828125,4234.0,0.0,0.0,
2022-10-23 20:00:00-04:00,1665.800048828125,1668.0999755859375,1662.5999755859375,1664.5999755859375,2551.0,0.0,0.0,
2022-10-23 20:15:00-04:00,1664.800048828125,1665.800048828125,1663.4000244140625,1664.4000244140625,833.0,0.0,0.0,
2022-10-23 20:30:00-04:00,1664.699951171875,1666.699951171875,1663.300048828125,1663.5999755859375,1213.0,0.0,0.0,
2022-10-23 20:45:00-04:00,1663.5999755859375,1664.199951171875,1661.199951171875,1661.9000244140625,1381.0,0.0,0.0,
2022-10-23 21:00:00-04:00,1661.9000244140625,1662.0,1659.5,1660.9000244140625,1817.0,0.0,0.0,
2022-10-23 21:15:00-04:00,1660.9000244140625,1661.0,1659.0,1660.4000244140625,1263.0,0.0,0.0,
2022-10-23 21:30:00-04:00,1660.4000244140625,1662.0,1659.699951171875,1660.199951171875,1026.0,0.0,0.0,
2022-10-23 21:45:00-04:00,1660.0,1660.4000244140625,1658.5999755859375,1658.5999755859375,670.0,0.0,0.0,
2022-10-23 22:00:00-04:00,1658.699951171875,1658.800048828125,1656.5999755859375,1657.800048828125,1205.0,0.0,0.0,
2022-10-23 22:15:00-04:00,1657.800048828125,1658.800048828125,1656.9000244140625,1658.800048828125,889.0,0.0,0.0,
2022-10-23 22:30:00-04:00,1658.800048828125,1660.300048828125,1658.699951171875,1659.5,788.0,0.0,0.0,
2022-10-23 22:45:00-04:00,1659.5999755859375,1661.300048828125,1659.5,1660.5999755859375,606.0,0.0,0.0,
2022-10-23 23:00:00-04:00,1660.699951171875,1660.9000244140625,1659.0,1659.0999755859375,520.0,0.0,0.0,
2022-10-23 23:15:00-04:00,1659.0999755859375,1659.800048828125,1658.4000244140625,1659.699951171875,341.0,0.0,0.0,
2022-10-23 23:30:00-04:00,1659.699951171875,1659.800048828125,1658.699951171875,1658.9000244140625,297.0,0.0,0.0,
2022-10-23 23:45:00-04:00,1659.0,1659.199951171875,1658.300048828125,1658.800048828125,161.0,0.0,0.0,
2022-10-24 00:00:00-04:00,1658.9000244140625,1660.0999755859375,1658.5999755859375,1660.0,768.0,0.0,0.0,
2022-10-24 00:15:00-04:00,1660.0999755859375,1661.300048828125,1659.800048828125,1660.9000244140625,379.0,0.0,0.0,
2022-10-24 00:30:00-04:00,1661.0,1663.199951171875,1661.0,1662.9000244140625,679.0,0.0,0.0,
2022-10-24 00:45:00-04:00,1663.0,1663.4000244140625,1662.199951171875,1663.0,522.0,0.0,0.0,
2022-10-24 01:00:00-04:00,1662.9000244140625,1663.5999755859375,1661.5,1661.699951171875,551.0,0.0,0.0,
2022-10-24 01:15:00-04:00,1661.800048828125,1662.699951171875,1660.199951171875,1660.4000244140625,542.0,0.0,0.0,
2022-10-24 01:30:00-04:00,1660.300048828125,1660.699951171875,1658.9000244140625,1659.5,1158.0,0.0,0.0,
2022-10-24 01:45:00-04:00,1659.5,1660.800048828125,1659.0999755859375,1659.5,788.0,0.0,0.0,
2022-10-24 02:00:00-04:00,1659.4000244140625,1660.4000244140625,1658.699951171875,1659.5,1621.0,0.0,0.0,
2022-10-24 02:15:00-04:00,1659.5,1661.5999755859375,1659.300048828125,1661.199951171875,1173.0,0.0,0.0,
2022-10-24 02:30:00-04:00,1661.0999755859375,1662.199951171875,1658.699951171875,1659.5,1272.0,0.0,0.0,
2022-10-24 02:45:00-04:00,1659.5,1660.300048828125,1658.4000244140625,1659.9000244140625,1052.0,0.0,0.0,
2022-10-24 03:00:00-04:00,1660.0,1663.199951171875,1657.699951171875,1658.5,3308.0,0.0,0.0,
2022-10-24 03:15:00-04:00,1658.5,1658.699951171875,1654.300048828125,1655.4000244140625,3418.0,0.0,0.0,
2022-10-24 03:30:00-04:00,1655.4000244140625,1656.5,1653.199951171875,1654.5,2142.0,0.0,0.0,
2022-10-24 03:45:00-04:00,1654.5,1655.9000244140625,1653.4000244140625,1653.699951171875,1517.0,0.0,0.0,
2022-10-24 04:00:00-04:00,1653.800048828125,1654.4000244140625,1652.199951171875,1653.199951171875,2039.0,0.0,0.0,
2022-10-24 04:15:00-04:00,1653.0999755859375,1654.0,1651.0,1651.4000244140625,2359.0,0.0,0.0,
