Unnamed: 0,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
2022-10-23 18:00:00-04:00,1662.9000244140625,1671.199951171875,1662.300048828125,1665.0,4275.0,0.0,0.0,
2022-10-23 18:30:00-04:00,1664.9000244140625,1666.699951171875,1663.300048828125,1663.800048828125,1312.0,0.0,0.0,
2022-10-23 19:00:00-04:00,1663.800048828125,1664.0,1661.199951171875,1661.5,1145.0,0.0,0.0,
2022-10-23 19:30:00-04:00,1661.5,1675.5,1661.300048828125,1665.800048828125,8097.0,0.0,0.0,
2022-10-23 20:00:00-04:00,1665.800048828125,1668.0999755859375,1662.5999755859375,1664.4000244140625,3384.0,0.0,0.0,
2022-10-23 20:30:00-04:00,1664.699951171875,1666.699951171875,1661.199951171875,1661.9000244140625,2594.0,0.0,0.0,
2022-10-23 21:00:00-04:00,1661.9000244140625,1662.0,1659.0,1660.4000244140625,3080.0,0.0,0.0,
2022-10-23 21:30:00-04:00,1660.4000244140625,1662.0,1658.5999755859375,1658.5999755859375,1696.0,0.0,0.0,
2022-10-23 22:00:00-04:00,1658.699951171875,1658.800048828125,1656.5999755859375,1658.800048828125,2094.0,0.0,0.0,
2022-10-23 22:30:00-04:00,1658.800048828125,1661.300048828125,1658.699951171875,1660.5999755859375,1394.0,0.0,0.0,
2022-10-23 23:00:00-04:00,1660.699951171875,1660.9000244140625,1658.4000244140625,1659.699951171875,861.0,0.0,0.0,
2022-10-23 23:30:00-04:00,1659.699951171875,1659.800048828125,1658.300048828125,1658.800048828125,458.0,0.0,0.0,
2022-10-24 00:00:00-04:00,1658.9000244140625,1661.300048828125,1658.5999755859375,1660.9000244140625,1147.0,0.0,0.0,
2022-10-24 00:30:00-04:00,1661.0,1663.4000244140625,1661.0,1663.0,1201.0,0.0,0.0,
2022-10-24 01:00:00-04:00,1662.9000244140625,1663.5999755859375,1660.199951171875,1660.4000244140625,1093.0,0.0,0.0,
2022-10-24 01:30:00-04:00,1660.300048828125,1660.800048828125,1658.9000244140625,1659.5,1946.0,0.0,0.0,
2022-10-24 02:00:00-04:00,1659.4000244140625,1661.5999755859375,1658.699951171875,1661.199951171875,2794.0,0.0,0.0,
2022-10-24 02:30:00-04:00,1661.0999755859375,1662.199951171875,1658.4000244140625,1659.9000244140625,2324.0,0.0,0.0,
2022-10-24 03:00:00-04:00,1660.0,1663.199951171875,1654.300048828125,1655.4000244140625,6726.0,0.0,0.0,
2022-10-24 03:30:00-04:00,1655.4000244140625,1656.5,1653.199951171875,1653.699951171875,3659.0,0.0,0.0,
2022-10-24 04:00:00-04:00,1653.800048828125,1654.4000244140625,1651.0,1651.4000244140625,4398.0,0.0,0.0,
2022-10-24 04:30:00-04:00,1651.300048828125,1652.300048828125,1648.4000244140625,1652.0,5438.0,0.0,0.0,
2022-10-24 05:00:00-04:00,1651.9000244140625,1654.199951171875,1649.5999755859375,1649.9000244140625,4615.0,0.0,0.0,
2022-10-24 05:30:00-04:00,1649.699951171875,1654.0999755859375,1649.5999755859375,1653.699951171875,3150.0,0.0,0.0,
2022-10-24 06:00:00-04:00,1653.800048828125,1654.800048828125,1652.300048828125,1653.4000244140625,2609.0,0.0,0.0,
2022-10-24 06:30:00-04:00,1653.4000244140625,1654.199951171875,1651.0999755859375,1653.300048828125,1896.0,0.0,0.0,
2022-10-24 07:00:00-04:00,1653.300048828125,1654.5,1651.5999755859375,1653.300048828125,2858.0,0.0,0.0,
